tone	duration	order1	voice	order2	tonx	tony	abs.tone	rel.tone	tonx_m1	tony_m1	abs.tone_m1	rel.tone_m1	tonx_m2	tony_m2	abs.tone_m2	rel.tone_m2	tonx_p1	tony_p1	abs.tone_p1	rel.tone_p1	tonx_p2	tony_p2	abs.tone_p2	rel.tone_p2
D4	8	99	strings_v1	278	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	99	strings_v1	279	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	99	strings_v1	280	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	102	strings_v1	285	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	102	strings_v1	286	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	103	strings_v1	287	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	103	strings_v1	288	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	105	strings_v1	289	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	105	strings_v1	290	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	105	strings_v1	291	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	105	strings_v1	292	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	106	strings_v1	293	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	106	strings_v1	294	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	107	strings_v1	295	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	107	strings_v1	296	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	108	strings_v1	297	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	108	strings_v1	298	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	108	strings_v1	299	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	4	108	strings_v1	300	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	109	strings_v1	301	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	109	strings_v1	302	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	110	strings_v1	303	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	110	strings_v1	304	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	305	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	306	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	307	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	308	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	309	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	310	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5
D4	8	112	strings_v1	311	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	3	13	43	6
D4	8	112	strings_v1	312	5	9	30	5	5	9	30	5	5	9	30	5	3	13	43	6	3	13	43	6
Ef5	2	114	strings_v1	317	3	13	43	6	5	9	30	5	5	9	30	5	3	13	43	6	1	13	42	5
Ef5	2	114	strings_v1	318	3	13	43	6	3	13	43	6	5	9	30	5	1	13	42	5	1	13	42	5
D5	2	116	strings_v1	319	1	13	42	5	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5
D5	2	116	strings_v1	320	1	13	42	5	1	13	42	5	3	13	43	6	1	13	42	5	1	13	42	5
D5	4	118	strings_v1	321	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	118	strings_v1	322	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	118	strings_v1	323	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	3	13	43	6
D5	4	118	strings_v1	324	1	13	42	5	1	13	42	5	1	13	42	5	3	13	43	6	3	13	43	6
Ef5	2	119	strings_v1	325	3	13	43	6	1	13	42	5	1	13	42	5	3	13	43	6	1	13	42	5
Ef5	2	119	strings_v1	326	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5	1	13	42	5
D5	2	120	strings_v1	327	1	13	42	5	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5
D5	2	120	strings_v1	328	1	13	42	5	1	13	42	5	3	13	43	6	1	13	42	5	1	13	42	5
D5	4	121	strings_v1	329	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	121	strings_v1	330	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	121	strings_v1	331	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	3	13	43	6
D5	4	121	strings_v1	332	1	13	42	5	1	13	42	5	1	13	42	5	3	13	43	6	3	13	43	6
Ef5	2	122	strings_v1	333	3	13	43	6	1	13	42	5	1	13	42	5	3	13	43	6	1	13	42	5
Ef5	2	122	strings_v1	334	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5	1	13	42	5
D5	2	123	strings_v1	335	1	13	42	5	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5
D5	2	123	strings_v1	336	1	13	42	5	1	13	42	5	3	13	43	6	1	13	42	5	1	13	42	5
D5	4	125	strings_v1	337	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	125	strings_v1	338	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5
D5	4	125	strings_v1	339	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	3	15	50	1
D5	4	125	strings_v1	340	1	13	42	5	1	13	42	5	1	13	42	5	3	15	50	1	3	15	50	1
Bf5	4	126	strings_v1	341	3	15	50	1	1	13	42	5	1	13	42	5	3	15	50	1	3	15	50	1
Bf5	4	126	strings_v1	342	3	15	50	1	3	15	50	1	1	13	42	5	3	15	50	1	3	15	50	1
Bf5	4	126	strings_v1	343	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	4	126	strings_v1	344	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	2	128	strings_v1	349	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12
Bf5	2	128	strings_v1	350	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	2	129	strings_v1	351	1	15	49	12	3	15	50	1	3	15	50	1	1	15	49	12	4	14	47	10
A5	2	129	strings_v1	352	1	15	49	12	1	15	49	12	3	15	50	1	4	14	47	10	4	14	47	10
G5	4	131	strings_v1	353	4	14	47	10	1	15	49	12	1	15	49	12	4	14	47	10	4	14	47	10
G5	4	131	strings_v1	354	4	14	47	10	4	14	47	10	1	15	49	12	4	14	47	10	4	14	47	10
G5	4	131	strings_v1	355	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	4	131	strings_v1	356	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	2	132	strings_v1	357	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	7	13	45	8
G5	2	132	strings_v1	358	4	14	47	10	4	14	47	10	4	14	47	10	7	13	45	8	7	13	45	8
F5	2	133	strings_v1	359	7	13	45	8	4	14	47	10	4	14	47	10	7	13	45	8	3	13	43	6
F5	2	133	strings_v1	360	7	13	45	8	7	13	45	8	4	14	47	10	3	13	43	6	3	13	43	6
Ef5	4	134	strings_v1	361	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	134	strings_v1	362	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	134	strings_v1	363	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	134	strings_v1	364	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	2	135	strings_v1	365	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	1	13	42	5
Ef5	2	135	strings_v1	366	3	13	43	6	3	13	43	6	3	13	43	6	1	13	42	5	1	13	42	5
D5	2	136	strings_v1	367	1	13	42	5	3	13	43	6	3	13	43	6	1	13	42	5	4	12	40	3
D5	2	136	strings_v1	368	1	13	42	5	1	13	42	5	3	13	43	6	4	12	40	3	4	12	40	3
C5	4	138	strings_v1	369	4	12	40	3	1	13	42	5	1	13	42	5	4	12	40	3	4	12	40	3
C5	4	138	strings_v1	370	4	12	40	3	4	12	40	3	1	13	42	5	4	12	40	3	4	12	40	3
C5	4	138	strings_v1	371	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	4	138	strings_v1	372	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	4	139	strings_v1	373	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	4	139	strings_v1	374	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	4	139	strings_v1	375	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	7	13	45	8
C5	4	139	strings_v1	376	4	12	40	3	4	12	40	3	4	12	40	3	7	13	45	8	7	13	45	8
F5	2	141	strings_v1	381	7	13	45	8	4	12	40	3	4	12	40	3	7	13	45	8	3	13	43	6
F5	2	141	strings_v1	382	7	13	45	8	7	13	45	8	4	12	40	3	3	13	43	6	3	13	43	6
Ef5	2	142	strings_v1	383	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	2	142	strings_v1	384	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	144	strings_v1	385	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	144	strings_v1	386	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	144	strings_v1	387	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	7	13	45	8
Ef5	4	144	strings_v1	388	3	13	43	6	3	13	43	6	3	13	43	6	7	13	45	8	7	13	45	8
F5	2	145	strings_v1	389	7	13	45	8	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6
F5	2	145	strings_v1	390	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	2	146	strings_v1	391	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	2	146	strings_v1	392	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	147	strings_v1	393	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	147	strings_v1	394	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	147	strings_v1	395	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	7	13	45	8
Ef5	4	147	strings_v1	396	3	13	43	6	3	13	43	6	3	13	43	6	7	13	45	8	7	13	45	8
F5	2	148	strings_v1	397	7	13	45	8	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6
F5	2	148	strings_v1	398	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	2	149	strings_v1	399	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	2	149	strings_v1	400	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	151	strings_v1	401	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	151	strings_v1	402	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6
Ef5	4	151	strings_v1	403	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	7	15	52	3
Ef5	4	151	strings_v1	404	3	13	43	6	3	13	43	6	3	13	43	6	7	15	52	3	7	15	52	3
C6	4	152	strings_v1	405	7	15	52	3	3	13	43	6	3	13	43	6	7	15	52	3	7	15	52	3
C6	4	152	strings_v1	406	7	15	52	3	7	15	52	3	3	13	43	6	7	15	52	3	7	15	52	3
C6	4	152	strings_v1	407	7	15	52	3	7	15	52	3	7	15	52	3	7	15	52	3	7	15	52	3
C6	4	152	strings_v1	408	7	15	52	3	7	15	52	3	7	15	52	3	7	15	52	3	7	15	52	3
C6	2	154	strings_v1	413	7	15	52	3	7	15	52	3	7	15	52	3	7	15	52	3	3	15	50	1
C6	2	154	strings_v1	414	7	15	52	3	7	15	52	3	7	15	52	3	3	15	50	1	3	15	50	1
Bf5	2	155	strings_v1	415	3	15	50	1	7	15	52	3	7	15	52	3	3	15	50	1	1	15	49	12
Bf5	2	155	strings_v1	416	3	15	50	1	3	15	50	1	7	15	52	3	1	15	49	12	1	15	49	12
A5	4	157	strings_v1	417	1	15	49	12	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	4	157	strings_v1	418	1	15	49	12	1	15	49	12	3	15	50	1	1	15	49	12	1	15	49	12
A5	4	157	strings_v1	419	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	4	157	strings_v1	420	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	2	158	strings_v1	421	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	4	14	47	10
A5	2	158	strings_v1	422	1	15	49	12	1	15	49	12	1	15	49	12	4	14	47	10	4	14	47	10
G5	2	159	strings_v1	423	4	14	47	10	1	15	49	12	1	15	49	12	4	14	47	10	7	13	45	8
G5	2	159	strings_v1	424	4	14	47	10	4	14	47	10	1	15	49	12	7	13	45	8	7	13	45	8
F5	4	160	strings_v1	425	7	13	45	8	4	14	47	10	4	14	47	10	7	13	45	8	7	13	45	8
F5	4	160	strings_v1	426	7	13	45	8	7	13	45	8	4	14	47	10	7	13	45	8	7	13	45	8
F5	4	160	strings_v1	427	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	4	160	strings_v1	428	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	2	161	strings_v1	429	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	3	13	43	6
F5	2	161	strings_v1	430	7	13	45	8	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	2	162	strings_v1	431	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	15	50	1
Ef5	2	162	strings_v1	432	3	13	43	6	3	13	43	6	7	13	45	8	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	433	3	15	50	1	3	13	43	6	3	13	43	6	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	434	3	15	50	1	3	15	50	1	3	13	43	6	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	435	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	436	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	437	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	438	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	439	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	440	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	441	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	442	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	443	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	444	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	445	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	446	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	164	strings_v1	447	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	7	13	45	8
Bf5	16	164	strings_v1	448	3	15	50	1	3	15	50	1	3	15	50	1	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	449	7	13	45	8	3	15	50	1	3	15	50	1	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	450	7	13	45	8	7	13	45	8	3	15	50	1	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	451	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	452	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	453	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	454	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	455	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	456	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	457	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	458	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	459	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	12	167	strings_v1	460	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	2	169	strings_v1	463	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	3	13	43	6
F5	2	169	strings_v1	464	7	13	45	8	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	171	strings_v1	465	3	13	43	6	7	13	45	8	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	171	strings_v1	466	3	13	43	6	3	13	43	6	7	13	45	8	3	13	43	6	3	13	43	6
Ef5	4	171	strings_v1	467	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	4	14	47	10
Ef5	4	171	strings_v1	468	3	13	43	6	3	13	43	6	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	172	strings_v1	469	4	14	47	10	3	13	43	6	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	172	strings_v1	470	4	14	47	10	4	14	47	10	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	172	strings_v1	471	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	3	15	50	1
G5	4	172	strings_v1	472	4	14	47	10	4	14	47	10	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	4	173	strings_v1	473	3	15	50	1	4	14	47	10	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	4	173	strings_v1	474	3	15	50	1	3	15	50	1	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	4	173	strings_v1	475	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	13	42	5
Bf5	4	173	strings_v1	476	3	15	50	1	3	15	50	1	3	15	50	1	1	13	42	5	1	13	42	5
D5	4	176	strings_v1	481	1	13	42	5	3	15	50	1	3	15	50	1	1	13	42	5	1	13	42	5
D5	4	176	strings_v1	482	1	13	42	5	1	13	42	5	3	15	50	1	1	13	42	5	1	13	42	5
D5	4	176	strings_v1	483	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	7	13	45	8
D5	4	176	strings_v1	484	1	13	42	5	1	13	42	5	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	177	strings_v1	485	7	13	45	8	1	13	42	5	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	177	strings_v1	486	7	13	45	8	7	13	45	8	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	177	strings_v1	487	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	3	15	50	1
F5	4	177	strings_v1	488	7	13	45	8	7	13	45	8	7	13	45	8	3	15	50	1	3	15	50	1
Bf5	4	178	strings_v1	489	3	15	50	1	7	13	45	8	7	13	45	8	3	15	50	1	3	15	50	1
Bf5	4	178	strings_v1	490	3	15	50	1	3	15	50	1	7	13	45	8	3	15	50	1	3	15	50	1
Bf5	4	178	strings_v1	491	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	13	42	5
Bf5	4	178	strings_v1	492	3	15	50	1	3	15	50	1	3	15	50	1	1	13	42	5	1	13	42	5
D5	2	180	strings_v1	495	1	13	42	5	3	15	50	1	3	15	50	1	1	13	42	5	4	12	40	3
D5	2	180	strings_v1	496	1	13	42	5	1	13	42	5	3	15	50	1	4	12	40	3	4	12	40	3
C5	4	182	strings_v1	497	4	12	40	3	1	13	42	5	1	13	42	5	4	12	40	3	4	12	40	3
C5	4	182	strings_v1	498	4	12	40	3	4	12	40	3	1	13	42	5	4	12	40	3	4	12	40	3
C5	4	182	strings_v1	499	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	3	13	43	6
C5	4	182	strings_v1	500	4	12	40	3	4	12	40	3	4	12	40	3	3	13	43	6	3	13	43	6
Ef5	4	183	strings_v1	501	3	13	43	6	4	12	40	3	4	12	40	3	3	13	43	6	3	13	43	6
Ef5	4	183	strings_v1	502	3	13	43	6	3	13	43	6	4	12	40	3	3	13	43	6	3	13	43	6
Ef5	4	183	strings_v1	503	3	13	43	6	3	13	43	6	3	13	43	6	3	13	43	6	4	14	47	10
Ef5	4	183	strings_v1	504	3	13	43	6	3	13	43	6	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	184	strings_v1	505	4	14	47	10	3	13	43	6	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	184	strings_v1	506	4	14	47	10	4	14	47	10	3	13	43	6	4	14	47	10	4	14	47	10
G5	4	184	strings_v1	507	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	12	40	3
G5	4	184	strings_v1	508	4	14	47	10	4	14	47	10	4	14	47	10	4	12	40	3	4	12	40	3
C5	4	185	strings_v1	509	4	12	40	3	4	14	47	10	4	14	47	10	4	12	40	3	4	12	40	3
C5	4	185	strings_v1	510	4	12	40	3	4	12	40	3	4	14	47	10	4	12	40	3	4	12	40	3
C5	4	185	strings_v1	511	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	7	11	38	1
C5	4	185	strings_v1	512	4	12	40	3	4	12	40	3	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	4	187	strings_v1	513	7	11	38	1	4	12	40	3	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	4	187	strings_v1	514	7	11	38	1	7	11	38	1	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	4	187	strings_v1	515	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	1	13	42	5
Bf4	4	187	strings_v1	516	7	11	38	1	7	11	38	1	7	11	38	1	1	13	42	5	1	13	42	5
D5	4	188	strings_v1	517	1	13	42	5	7	11	38	1	7	11	38	1	1	13	42	5	1	13	42	5
D5	4	188	strings_v1	518	1	13	42	5	1	13	42	5	7	11	38	1	1	13	42	5	1	13	42	5
D5	4	188	strings_v1	519	1	13	42	5	1	13	42	5	1	13	42	5	1	13	42	5	7	13	45	8
D5	4	188	strings_v1	520	1	13	42	5	1	13	42	5	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	189	strings_v1	521	7	13	45	8	1	13	42	5	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	189	strings_v1	522	7	13	45	8	7	13	45	8	1	13	42	5	7	13	45	8	7	13	45	8
F5	4	189	strings_v1	523	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	4	189	strings_v1	524	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8
F5	2	191	strings_v1	527	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	5	13	44	7
F5	2	191	strings_v1	528	7	13	45	8	7	13	45	8	7	13	45	8	5	13	44	7	5	13	44	7
E5	2	193	strings_v1	529	5	13	44	7	7	13	45	8	7	13	45	8	5	13	44	7	7	13	45	8
E5	2	193	strings_v1	530	5	13	44	7	5	13	44	7	7	13	45	8	7	13	45	8	7	13	45	8
F5	2	194	strings_v1	531	7	13	45	8	5	13	44	7	5	13	44	7	7	13	45	8	4	14	47	10
F5	2	194	strings_v1	532	7	13	45	8	7	13	45	8	5	13	44	7	4	14	47	10	4	14	47	10
G5	2	195	strings_v1	533	4	14	47	10	7	13	45	8	7	13	45	8	4	14	47	10	1	15	49	12
G5	2	195	strings_v1	534	4	14	47	10	4	14	47	10	7	13	45	8	1	15	49	12	1	15	49	12
A5	2	196	strings_v1	535	1	15	49	12	4	14	47	10	4	14	47	10	1	15	49	12	3	15	50	1
A5	2	196	strings_v1	536	1	15	49	12	1	15	49	12	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	2	197	strings_v1	537	3	15	50	1	1	15	49	12	1	15	49	12	3	15	50	1	7	15	52	3
Bf5	2	197	strings_v1	538	3	15	50	1	3	15	50	1	1	15	49	12	7	15	52	3	7	15	52	3
C6	2	198	strings_v1	539	7	15	52	3	3	15	50	1	3	15	50	1	7	15	52	3	2	16	53	4
C6	2	198	strings_v1	540	7	15	52	3	7	15	52	3	3	15	50	1	2	16	53	4	2	16	53	4
Df6	2	199	strings_v1	541	2	16	53	4	7	15	52	3	7	15	52	3	2	16	53	4	7	13	45	8
Df6	2	199	strings_v1	542	2	16	53	4	2	16	53	4	7	15	52	3	7	13	45	8	7	13	45	8
F5	2	200	strings_v1	543	7	13	45	8	2	16	53	4	2	16	53	4	7	13	45	8	5	13	44	7
F5	2	200	strings_v1	544	7	13	45	8	7	13	45	8	2	16	53	4	5	13	44	7	5	13	44	7
E5	2	202	strings_v1	545	5	13	44	7	7	13	45	8	7	13	45	8	5	13	44	7	7	13	45	8
E5	2	202	strings_v1	546	5	13	44	7	5	13	44	7	7	13	45	8	7	13	45	8	7	13	45	8
F5	2	203	strings_v1	547	7	13	45	8	5	13	44	7	5	13	44	7	7	13	45	8	4	14	47	10
F5	2	203	strings_v1	548	7	13	45	8	7	13	45	8	5	13	44	7	4	14	47	10	4	14	47	10
G5	2	204	strings_v1	549	4	14	47	10	7	13	45	8	7	13	45	8	4	14	47	10	1	15	49	12
G5	2	204	strings_v1	550	4	14	47	10	4	14	47	10	7	13	45	8	1	15	49	12	1	15	49	12
A5	2	205	strings_v1	551	1	15	49	12	4	14	47	10	4	14	47	10	1	15	49	12	3	15	50	1
A5	2	205	strings_v1	552	1	15	49	12	1	15	49	12	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	2	206	strings_v1	553	3	15	50	1	1	15	49	12	1	15	49	12	3	15	50	1	7	15	52	3
Bf5	2	206	strings_v1	554	3	15	50	1	3	15	50	1	1	15	49	12	7	15	52	3	7	15	52	3
C6	2	207	strings_v1	555	7	15	52	3	3	15	50	1	3	15	50	1	7	15	52	3	2	16	53	4
